src,path,basename,filename,extension,alt,title,width,height,class,a,target
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_TFS%20Lite%20-%20WSS%20v2.jpg,/blog/jjameson/Images/SharePoint/,TFS-Lite-WSS-v2,TFS-Lite-WSS-v2,.jpg,"Project Summary ""dashboard""",,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_TFS%20Lite%20-%20WSS%20v3.jpg,/blog/jjameson/Images/SharePoint/,TFS-Lite-WSS-v3,TFS-Lite-WSS-v3-600x363,.jpg,"Project Summary ""dashboard""",,600,363,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_TFS%20Lite%20-%20WSS%20v3.jpg,/blog/jjameson/Images/SharePoint/,TFS-Lite-WSS-v3,TFS-Lite-WSS-v3,.jpg,"Project Summary ""dashboard""",,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-Home.png,/blog/jjameson/Images/SharePoint/,Tugboat-Home,Tugboat-Home,.png,Tugboat - Home page,,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-Home.png,/blog/jjameson/Images/SharePoint/,Tugboat-Home,Tugboat-Home-296x600,.png,Tugboat - Home page,,296,600,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-Home-Page-Layout.png,/blog/jjameson/Images/SharePoint/,Tugboat-Home-Page-Layout,Tugboat-Home-Page-Layout,.png,Tugboat - Home page (wireframe),,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-Home-Page-Layout.png,/blog/jjameson/Images/SharePoint/,Tugboat-Home-Page-Layout,Tugboat-Home-Page-Layout-296x600,.png,Tugboat - Home page (wireframe),,296,600,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-Map-Firefox.png,/blog/jjameson/Images/SharePoint/,Tugboat-Map-Firefox,Tugboat-Map-Firefox,.png,"""Find a Location"" map (Firefox)",,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-Map-Firefox.png,/blog/jjameson/Images/SharePoint/,Tugboat-Map-Firefox,Tugboat-Map-Firefox-595x600,.png,"""Find a Location"" map (Firefox)",,595,600,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-Map-IE8.png,/blog/jjameson/Images/SharePoint/,Tugboat-Map-IE8,Tugboat-Map-IE8,.png,"""Find a Location"" map (IE8)",,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-Map-IE8.png,/blog/jjameson/Images/SharePoint/,Tugboat-Map-IE8,Tugboat-Map-IE8-600x598,.png,"""Find a Location"" map (IE8)",,600,598,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-SharePoint-2010-Bold-Links.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Bold-Links,Tugboat-SharePoint-2010-Bold-Links,.png,Tugboat home page in SharePoint 2010 (all ribbon items formatted in bold),,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-SharePoint-2010-Bold-Links.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Bold-Links,Tugboat-SharePoint-2010-Bold-Links-600x357,.png,Tugboat home page in SharePoint 2010 (all ribbon items formatted in bold),,600,357,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-SharePoint-2010-Step-1.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-1,Tugboat-SharePoint-2010-Step-1,.png,Tugboat home page in SharePoint 2010 (with OOTB nightandday.master),,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-SharePoint-2010-Step-1.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-1,Tugboat-SharePoint-2010-Step-1-600x542,.png,Tugboat home page in SharePoint 2010 (with OOTB nightandday.master),,600,542,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-SharePoint-2010-Step-2.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-2,Tugboat-SharePoint-2010-Step-2,.png,Tugboat home page in SharePoint 2010 (step 2),,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-SharePoint-2010-Step-2.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-2,Tugboat-SharePoint-2010-Step-2-600x357,.png,Tugboat home page in SharePoint 2010 (step 2),,600,357,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-SharePoint-2010-Step-3.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-3,Tugboat-SharePoint-2010-Step-3,.png,Tugboat home page in SharePoint 2010 (step 3),,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-SharePoint-2010-Step-3.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-3,Tugboat-SharePoint-2010-Step-3-600x357,.png,Tugboat home page in SharePoint 2010 (step 3),,600,357,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-SharePoint-2010-Step-3-bad.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-3-bad,Tugboat-SharePoint-2010-Step-3-bad,.png,"Tugboat home page in SharePoint 2010 (with ""top row elements"" not inside the ""s4-searcharea"" &lt;div&gt;)",,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-SharePoint-2010-Step-3-bad.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-3-bad,Tugboat-SharePoint-2010-Step-3-bad-600x368,.png,"Tugboat home page in SharePoint 2010 (with ""top row elements"" not inside the ""s4-searcharea"" &lt;div&gt;)",,600,368,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-SharePoint-2010-Step-4.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-4,Tugboat-SharePoint-2010-Step-4,.png,Tugboat home page in SharePoint 2010 (step 4),,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-SharePoint-2010-Step-4.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-4,Tugboat-SharePoint-2010-Step-4-600x357,.png,Tugboat home page in SharePoint 2010 (step 4),,600,357,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-SharePoint-2010-Step-5.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-5,Tugboat-SharePoint-2010-Step-5,.png,Tugboat home page in SharePoint 2010 (step 5),,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-SharePoint-2010-Step-5.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-5,Tugboat-SharePoint-2010-Step-5-600x357,.png,Tugboat home page in SharePoint 2010 (step 5),,600,357,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-SharePoint-2010-Step-6.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-6,Tugboat-SharePoint-2010-Step-6,.png,Tugboat home page in SharePoint 2010 (step 6),,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-SharePoint-2010-Step-6.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-6,Tugboat-SharePoint-2010-Step-6-600x357,.png,Tugboat home page in SharePoint 2010 (step 6),,600,357,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-SharePoint-2010-Step-7.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-7,Tugboat-SharePoint-2010-Step-7,.png,Tugboat home page in SharePoint 2010 (step 7),,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-SharePoint-2010-Step-7.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-7,Tugboat-SharePoint-2010-Step-7-600x357,.png,Tugboat home page in SharePoint 2010 (step 7),,600,357,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-SharePoint-2010-Step-8.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-8,Tugboat-SharePoint-2010-Step-8,.png,Tugboat home page in SharePoint 2010 (step 8 - SPRibbon content hidden from anonymous users),,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-SharePoint-2010-Step-8.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-8,Tugboat-SharePoint-2010-Step-8-600x357,.png,Tugboat home page in SharePoint 2010 (step 8 - SPRibbon content hidden from anonymous users),,600,357,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-SharePoint-2010-Step-8-bad.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-8-bad,Tugboat-SharePoint-2010-Step-8-bad,.png,Tugboat home page in SharePoint 2010 (broken ribbon as a result of using ASP.NET LoginView control),,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-SharePoint-2010-Step-8-bad.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-8-bad,Tugboat-SharePoint-2010-Step-8-bad-600x367,.png,Tugboat home page in SharePoint 2010 (broken ribbon as a result of using ASP.NET LoginView control),,600,367,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-SharePoint-2010-Step-8-good.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-8-good,Tugboat-SharePoint-2010-Step-8-good,.png,"Tugboat home page in SharePoint 2010 (""All ribbon tabs present and accounted for, sir!"")",,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-SharePoint-2010-Step-8-good.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-8-good,Tugboat-SharePoint-2010-Step-8-good-600x368,.png,"Tugboat home page in SharePoint 2010 (""All ribbon tabs present and accounted for, sir!"")",,600,368,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-SharePoint-2010-Step-9.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-9,Tugboat-SharePoint-2010-Step-9,.png,Tugboat home page in SharePoint 2010 (step 9),,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-SharePoint-2010-Step-9.png,/blog/jjameson/Images/SharePoint/,Tugboat-SharePoint-2010-Step-9,Tugboat-SharePoint-2010-Step-9-600x357,.png,Tugboat home page in SharePoint 2010 (step 9),,600,357,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-Solution-Upgrade.jpg,/blog/jjameson/Images/SharePoint/,Tugboat-Solution-Upgrade,Tugboat-Solution-Upgrade,.jpg,Upgrading the Tugboat solution from MOSS 2007 to SharePoint Server 2010,,,,,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-Solution-Upgrade.jpg,/blog/jjameson/Images/SharePoint/,Tugboat-Solution-Upgrade,Tugboat-Solution-Upgrade-499x1472,.jpg,Upgrading the Tugboat solution from MOSS 2007 to SharePoint Server 2010,,499,1472,,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-Specials-List.png,/blog/jjameson/Images/SharePoint/,Tugboat-Specials-List,Tugboat-Specials-List,.png,Specials list,,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-Specials-List.png,/blog/jjameson/Images/SharePoint/,Tugboat-Specials-List,Tugboat-Specials-List-600x474,.png,Specials list,,600,474,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-Specials-List-XsltListViewWebPart.png,/blog/jjameson/Images/SharePoint/,Tugboat-Specials-List-XsltListViewWebPart,Tugboat-Specials-List-XsltListViewWebPart,.png,"Using the ""Most Recent Specials"" view (instead of ""All Items"") renders the home page as expected",,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-Specials-List-XsltListViewWebPart.png,/blog/jjameson/Images/SharePoint/,Tugboat-Specials-List-XsltListViewWebPart,Tugboat-Specials-List-XsltListViewWebPart-600x324,.png,"Using the ""Most Recent Specials"" view (instead of ""All Items"") renders the home page as expected",,600,324,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Tugboat-Too-Many-Specials.png,/blog/jjameson/Images/SharePoint/,Tugboat-Too-Many-Specials,Tugboat-Too-Many-Specials,.png,Too many items in the weekly specials section,,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-Too-Many-Specials.png,/blog/jjameson/Images/SharePoint/,Tugboat-Too-Many-Specials,Tugboat-Too-Many-Specials-600x411,.png,Too many items in the weekly specials section,,600,411,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Tugboat-WelcomePageLayout1.png,/blog/jjameson/Images/SharePoint/,Tugboat-WelcomePageLayout1,Tugboat-WelcomePageLayout1-600x285,.png,TugboatWelcomePageLayout1,,600,285,,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/7/o_Typed%20DataSet%20example%20(ScorecardData).png,/blog/jjameson/Images/Development/,Typed-DataSet-example-(ScorecardData),Typed-DataSet-example-(ScorecardData),.png,Typed DataSet example (ScorecardData),,,,,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/7/r_Typed%20DataSet%20example%20(ScorecardData).png,/blog/jjameson/Images/Development/,Typed-DataSet-example-(ScorecardData),Typed-DataSet-example-(ScorecardData)-600x330,.png,Typed DataSet example (ScorecardData),,600,330,,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/7/o_Upgraded%20TFS%20project%20site.png,/blog/jjameson/Images/Development/,Upgraded-TFS-project-site,Upgraded-TFS-project-site,.png,Upgraded TFS project site in SharePoint Server 2010,,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/7/r_Upgraded%20TFS%20project%20site.png,/blog/jjameson/Images/Development/,Upgraded-TFS-project-site,Upgraded-TFS-project-site-445x600,.png,Upgraded TFS project site in SharePoint Server 2010,,445,600,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/7/o_Upgraded%20TFS%20project%20site%20with%20RS%20error.png,/blog/jjameson/Images/Development/,Upgraded-TFS-project-site-with-RS-error,Upgraded-TFS-project-site-with-RS-error,.png,Upgraded TFS project site in SharePoint Server 2010 (with Reporting Services error),,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/7/r_Upgraded%20TFS%20project%20site%20with%20RS%20error.png,/blog/jjameson/Images/Development/,Upgraded-TFS-project-site-with-RS-error,Upgraded-TFS-project-site-with-RS-error-600x481,.png,Upgraded TFS project site in SharePoint Server 2010 (with Reporting Services error),,600,481,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Variation-Page-Propagation%20(after).jpg,/blog/jjameson/Images/SharePoint/,Variation-Page-Propagation-(after),Variation-Page-Propagation-(after)-600x436,.jpg,Elapsed Time for Variation Page Propagation with New AllUserData Index,Variation Page Propagation with New AllUserData Index,600,436,,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Variation-Page-Propagation%20(after).jpg,/blog/jjameson/Images/SharePoint/,Variation-Page-Propagation-(after),Variation-Page-Propagation-(after),.jpg,Elapsed Time for Variation Page Propagation with New AllUserData Index,Variation Page Propagation with New AllUserData Index,,,,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/r_Variation-Page-Propagation%20(before).jpg,/blog/jjameson/Images/SharePoint/,Variation-Page-Propagation-(before),Variation-Page-Propagation-(before)-600x436,.jpg,Elapsed Time for Variation Page Propagation,,600,436,,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/9/o_Variation-Page-Propagation%20(before).jpg,/blog/jjameson/Images/SharePoint/,Variation-Page-Propagation-(before),Variation-Page-Propagation-(before),.jpg,Elapsed Time for Variation Page Propagation,,,,,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/7/r_Windows-Explorer-Step-1.JPG,/blog/jjameson/Images/Development/,Windows-Explorer-Step-1,Windows-Explorer-Step-1-600x379,.JPG,Windows Explorer view of Visual Studio solution,,600,379,screenshot,,
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/7/o_Windows-Explorer-Step-1.JPG,/blog/jjameson/Images/Development/,Windows-Explorer-Step-1,Windows-Explorer-Step-1,.JPG,Windows Explorer view of Visual Studio solution,,,,screenshot,See full-sized image.,_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/8/o_Windows%20Server%20Backup%20-%20Recovery%20Wizard%20Bug.png,/blog/jjameson/Images/Infrastructure/,Windows-Server-Backup-Recovery-Wizard-Bug,Windows-Server-Backup-Recovery-Wizard-Bug,.png,Windows Server Backup-Recovery Wizard - bug,,,,screenshot,(See full-sized image),_blank
https://www.technologytoolbox.com/blog/images/www_technologytoolbox_com/blog/jjameson/8/r_Windows%20Server%20Backup%20-%20Recovery%20Wizard%20Bug.png,/blog/jjameson/Images/Infrastructure/,Windows-Server-Backup-Recovery-Wizard-Bug,Windows-Server-Backup-Recovery-Wizard-Bug-600x465,.png,Windows Server Backup-Recovery Wizard - bug,,600,465,screenshot,,
